gene_id	locusName	Best-hit-arabi-name
Solyc11g010840.ITAG4.0	Solyc11g072250	
Solyc11g010850.ITAG4.0	Solyc11g072260	AT4G00100
Solyc11g010860.ITAG4.0	Solyc11g072270	AT1G12310
Solyc11g010870.ITAG4.0	Solyc11g072280	AT5G51600
Solyc11g010880.ITAG4.0	Solyc11g072290	AT5G51700
Solyc11g010890.ITAG4.0	Solyc11g072300	AT5G51840
Solyc11g010900.ITAG4.0	Solyc11g072310	AT4G25420
Solyc11g010910.ITAG4.0	Solyc11g072320	AT2G43650
Solyc11g010920.ITAG4.0	Solyc11g072330	
Solyc11g010930.ITAG4.0	Solyc11g072340	AT5G52040
Solyc11g010940.ITAG4.0	Solyc11g072350	
Solyc11g010950.ITAG4.0	Solyc11g072360	
Solyc11g010960.ITAG4.0	Solyc11g072370	
Solyc11g010980.ITAG4.0	Solyc11g072380	AT2G28490
Solyc11g010990.ITAG4.0	Solyc11g072390	AT2G43650
Solyc11g011000.ITAG4.0	Solyc11g072400	AT5G60370
Solyc11g011020.ITAG4.0	Solyc11g072410	AT5G60340
Solyc11g011030.ITAG4.0	Solyc11g072430	AT1G07910
Solyc11g011040.ITAG4.0	Solyc11g072440	
Solyc11g011050.ITAG4.0	Solyc11g072450	AT3G52300
Solyc11g011060.ITAG4.0	Solyc11g072460	AT1G05180
Solyc11g011080.ITAG4.0	Solyc11g072470	AT2G28500
Solyc11g011110.ITAG4.0	Solyc11g072475	
Solyc11g011120.ITAG4.0	Solyc11g072480	AT3G45600
Solyc11g011130.ITAG4.0	Solyc11g072490	AT5G60210
Solyc11g011140.ITAG4.0	Solyc11g072500	AT2G28510
Solyc11g011150.ITAG4.0	Solyc11g072510	AT5G58490
Solyc11g011170.ITAG4.0	Solyc11g072520	AT3G07630
Solyc11g011180.ITAG4.0	Solyc11g072530	AT2G28520
Solyc11g011200.ITAG4.0	Solyc11g072540	AT3G45620
Solyc11g011210.ITAG4.0	Solyc11g072550	AT4G15093
Solyc11g011220.ITAG4.0	Solyc11g072560	
Solyc11g011230.ITAG4.0	Solyc11g072570	
Solyc11g011250.ITAG4.0	Solyc11g072580	AT3G45680
Solyc11g011280.ITAG4.0	Solyc11g072590	AT3G45630
Solyc11g011290.ITAG4.0	Solyc11g072600	AT2G28550
Solyc11g011300.ITAG4.0	Solyc11g072605	
Solyc11g011310.ITAG4.0	Solyc11g072610	AT2G28560
Solyc11g011330.ITAG4.0	Solyc11g072620	
Solyc11g011340.ITAG4.0	Solyc11g072623	
Solyc11g011350.ITAG4.0	Solyc11g072627	
Solyc11g011360.ITAG4.0	Solyc11g072630	AT1G07880
Solyc11g011370.ITAG4.0	Solyc11g072640	AT3G45770
Solyc11g011380.ITAG4.0	Solyc11g072650	
Solyc11g011390.ITAG4.0	Solyc11g072660	AT1G07870
Solyc11g011400.ITAG4.0	Solyc11g072670	
Solyc11g011410.ITAG4.0	Solyc11g072680	
Solyc11g011420.ITAG4.0	Solyc11g072690	AT1G16340
Solyc11g011450.ITAG4.0	Solyc11g072700	AT1G07850
Solyc11g011460.ITAG4.0	Solyc11g072710	
Solyc11g011470.ITAG4.0	Solyc11g072720	AT5G60050
Solyc11g011480.ITAG4.0	Solyc11g072730	AT5G60040
Solyc11g011490.ITAG4.0	Solyc11g072740	
Solyc11g011500.ITAG4.0	Solyc11g072750	
Solyc11g011530.ITAG4.0	Solyc11g072760	
Solyc11g011560.ITAG4.0	Solyc11g072765	
Solyc11g011580.ITAG4.0	Solyc11g072770	
Solyc11g011590.ITAG4.0	Solyc11g072780	
Solyc11g011600.ITAG4.0	Solyc11g072790	AT2G28610
Solyc11g011610.ITAG4.0	Solyc11g072800	AT5G60010
Solyc11g011620.ITAG4.0	Solyc11g072810	AT3G45830
Solyc11g011630.ITAG4.0	Solyc11g072820	AT3G45850
Solyc11g011760.ITAG4.0	Solyc11g072825	
Solyc11g011770.ITAG4.0	Solyc11g072830	
Solyc11g011780.ITAG4.0	Solyc11g072840	
Solyc11g011790.ITAG4.0	Solyc11g072850	AT5G59990
Solyc11g011800.ITAG4.0	Solyc11g072860	
Solyc11g011820.ITAG4.0	Solyc11g072870	
Solyc11g011840.ITAG4.0	Solyc11g072880	AT1G07670
Solyc11g011850.ITAG4.0	Solyc11g072890	AT5G02640
Solyc11g011870.ITAG4.0	Solyc11g072900	
Solyc11g011880.ITAG4.0	Solyc11g072910	AT3G46290
Solyc11g011890.ITAG4.0	Solyc11g072920	AT5G06720
Solyc11g011910.ITAG4.0	Solyc11g072930	
Solyc11g011920.ITAG4.0	Solyc11g072935	
Solyc11g011930.ITAG4.0	Solyc11g072940	AT1G07705
Solyc11g011940.ITAG4.0	Solyc11g072950	AT3G46220
Solyc11g011960.ITAG4.0	Solyc11g072960	
Solyc11g011970.ITAG4.0	Solyc11g072970	AT3G46200
Solyc11g012000.ITAG4.0	Solyc11g072980	AT1G07720
Solyc11g012010.ITAG4.0	Solyc11g072990	AT1G07720
Solyc11g012020.ITAG4.0	Solyc11g073000	
Solyc11g012030.ITAG4.0	Solyc11g073010	
Solyc11g012040.ITAG4.0	Solyc11g073020	AT2G28660
Solyc11g012060.ITAG4.0	Solyc11g073030	
Solyc11g012070.ITAG4.0	Solyc11g073040	
Solyc11g012080.ITAG4.0	Solyc11g073050	AT3G46060
Solyc11g012090.ITAG4.0	Solyc11g073055	
Solyc11g012100.ITAG4.0	Solyc11g073060	
Solyc11g012110.ITAG4.0	Solyc11g073070	
Solyc11g012120.ITAG4.0	Solyc11g073075	
Solyc11g012130.ITAG4.0	Solyc11g073080	
Solyc11g012140.ITAG4.0	Solyc11g073090	
Solyc11g012150.ITAG4.0	Solyc11g073100	
Solyc11g012160.ITAG4.0	Solyc11g073110	
Solyc11g012180.ITAG4.0	Solyc11g073120	AT3G46130
Solyc11g012190.ITAG4.0	Solyc11g073130	AT5G59770
Solyc11g012200.ITAG4.0	Solyc11g073140	
Solyc11g012230.ITAG4.0	Solyc11g073150	AT3G19430
Solyc11g012260.ITAG4.0	Solyc11g073160	AT5G59750
Solyc11g012270.ITAG4.0	Solyc11g073170	
Solyc11g012280.ITAG4.0	Solyc11g073180	
Solyc11g012290.ITAG4.0	Solyc11g073190	
Solyc11g012320.ITAG4.0	Solyc11g073200	AT1G07750
Solyc11g012330.ITAG4.0	Solyc11g073210	AT1G07750
Solyc11g012360.ITAG4.0	Solyc11g073220	AT1G07745
Solyc11g012400.ITAG4.0	Solyc11g073230	AT1G07740
Solyc11g012410.ITAG4.0	Solyc11g073231	
Solyc11g012420.ITAG4.0	Solyc11g073232	
Solyc11g012450.ITAG4.0	Solyc11g073234	
Solyc11g012460.ITAG4.0	Solyc11g073236	
Solyc11g012470.ITAG4.0	Solyc11g073238	AT3G46020
Solyc11g012480.ITAG4.0	Solyc11g073240	AT3G43520
Solyc11g012490.ITAG4.0	Solyc11g073250	AT5G02560
Solyc11g012500.ITAG4.0	Solyc11g073260	AT5G02560
Solyc11g012510.ITAG4.0	Solyc11g073265	
Solyc11g012530.ITAG4.0	Solyc11g073270	AT5G59900
Solyc11g012540.ITAG4.0	Solyc11g073280	AT5G59950
Solyc11g012550.ITAG4.0	Solyc11g073290	
Solyc11g012560.ITAG4.0	Solyc11g073300	AT5G59960
Solyc11g012570.ITAG4.0	Solyc11g073310	
Solyc11g012580.ITAG4.0	Solyc11g073315	
Solyc11g012590.ITAG4.0	Solyc11g150100	AT4G12240
Solyc11g012600.ITAG4.0	Solyc11g150101	
Solyc11g012610.ITAG4.0	Solyc11g150102	
Solyc11g012620.ITAG4.0	Solyc11g150103	
Solyc11g012660.ITAG4.0	Solyc11g150104	
Solyc11g012680.ITAG4.0	Solyc11g150105	
Solyc11g012690.ITAG4.0	Solyc11g150106	
Solyc11g012700.ITAG4.0	Solyc11g150107	
Solyc11g012705.ITAG4.0	Solyc11g150108	
Solyc11g012710.ITAG4.0	Solyc11g150109	
Solyc11g012720.ITAG4.0	Solyc11g150110	
Solyc11g012730.ITAG4.0	Solyc11g150111	
Solyc11g012740.ITAG4.0	Solyc11g150112	ATMG00240
Solyc11g012760.ITAG4.0	Solyc11g150113	ATMG00240
Solyc11g012770.ITAG4.0	Solyc11g150114	
Solyc11g012780.ITAG4.0	Solyc11g150115	
Solyc11g012790.ITAG4.0	Solyc11g150116	
Solyc11g012810.ITAG4.0	Solyc11g150117	
Solyc11g012820.ITAG4.0	Solyc11g150118	
Solyc11g012830.ITAG4.0	Solyc11g150119	
Solyc11g012840.ITAG4.0	Solyc11g150120	
Solyc11g012850.ITAG4.0	Solyc11g150121	
Solyc11g012860.ITAG4.0	Solyc11g150122	
Solyc11g012870.ITAG4.0	Solyc11g150123	
Solyc11g012880.ITAG4.0	Solyc11g150124	
Solyc11g012890.ITAG4.0	Solyc11g150125	
Solyc11g012900.ITAG4.0	Solyc11g150126	
Solyc11g012910.ITAG4.0	Solyc11g150127	
Solyc11g012920.ITAG4.0	Solyc11g150128	
Solyc11g012930.ITAG4.0	Solyc11g150129	
Solyc11g012940.ITAG4.0	Solyc11g150130	
Solyc11g012950.ITAG4.0	Solyc11g150131	
Solyc11g012970.ITAG4.0	Solyc11g150132	
Solyc11g013000.ITAG4.0	Solyc11g150133	
Solyc11g013010.ITAG4.0	Solyc11g150134	
Solyc11g013020.ITAG4.0	Solyc11g150135	ATMG00240
Solyc11g013030.ITAG4.0	Solyc11g150136	
Solyc11g013080.ITAG4.0	Solyc11g150137	
Solyc11g013090.ITAG4.0	Solyc11g150138	
Solyc11g013100.ITAG4.0	Solyc11g150139	
Solyc11g013110.ITAG4.0	Solyc11g150140	
Solyc11g013120.ITAG4.0	Solyc11g150141	
Solyc11g013130.ITAG4.0	Solyc11g150142	
Solyc11g013170.ITAG4.0	Solyc11g150143	
Solyc11g013180.ITAG4.0	Solyc11g150144	
Solyc11g013190.ITAG4.0	Solyc11g150145	
Solyc11g013200.ITAG4.0	Solyc11g150146	
Solyc11g013210.ITAG4.0	Solyc12g005000	
Solyc11g013220.ITAG4.0	Solyc12g005010	AT1G50660
Solyc11g013240.ITAG4.0	Solyc12g005020	AT3G20395
Solyc11g013260.ITAG4.0	Solyc12g005030	
Solyc11g013270.ITAG4.0	Solyc12g005040	
Solyc11g013300.ITAG4.0	Solyc12g005050	AT1G50710
Solyc11g013310.ITAG4.0	Solyc12g005060	
Solyc11g013320.ITAG4.0	Solyc12g005070	AT5G54980
Solyc11g013330.ITAG4.0	Solyc12g005080	AT4G26910
Solyc11g013370.ITAG4.0	Solyc12g005090	
Solyc11g013390.ITAG4.0	Solyc12g005110	AT5G54930
Solyc11g013400.ITAG4.0	Solyc12g005120	
Solyc11g013410.ITAG4.0	Solyc12g005140	AT5G54860
Solyc11g013420.ITAG4.0	Solyc12g005150	AT5G54855
Solyc11g013440.ITAG4.0	Solyc12g005160	AT3G20530
Solyc11g013450.ITAG4.0	Solyc12g005170	AT5G05260
Solyc11g013460.ITAG4.0	Solyc12g005180	AT3G47860
Solyc11g013480.ITAG4.0	Solyc12g005190	
Solyc11g013490.ITAG4.0	Solyc12g005200	AT1G50940
Solyc11g013520.ITAG4.0	Solyc12g005210	
Solyc11g013530.ITAG4.0	Solyc12g005220	AT5G54780
Solyc11g013550.ITAG4.0	Solyc12g005230	AT5G54730
Solyc11g013570.ITAG4.0	Solyc12g005240	AT3G20680
Solyc11g013600.ITAG4.0	Solyc12g005250	AT4G21270
Solyc11g013610.ITAG4.0	Solyc12g005260	
Solyc11g013700.ITAG4.0	Solyc12g005270	AT1G51060
Solyc11g013730.ITAG4.0	Solyc12g005280	AT4G27340
Solyc11g013740.ITAG4.0	Solyc12g005290	
Solyc11g013750.ITAG4.0	Solyc12g005300	
Solyc11g013760.ITAG4.0	Solyc12g005310	AT5G54510
Solyc11g013770.ITAG4.0	Solyc12g005320	
Solyc11g013810.ITAG4.0	Solyc12g005330	AT4G36130
Solyc11g013820.ITAG4.0	Solyc12g005340	
Solyc11g013830.ITAG4.0	Solyc12g005350	AT4G27250
Solyc11g013840.ITAG4.0	Solyc12g005360	
Solyc11g013850.ITAG4.0	Solyc12g005370	AT3G01190
Solyc11g013870.ITAG4.0	Solyc12g005380	
Solyc11g015890.ITAG4.0	Solyc12g005390	
Solyc11g016940.ITAG4.0	Solyc12g005400	AT5G54250
Solyc11g016970.ITAG4.0	Solyc12g005410	AT1G78560
Solyc11g016980.ITAG4.0	Solyc12g005420	AT1G78600
Solyc11g016990.ITAG4.0	Solyc12g005430	
Solyc11g017000.ITAG4.0	Solyc12g005440	
Solyc11g017010.ITAG4.0	Solyc12g005450	AT4G10390
Solyc11g017040.ITAG4.0	Solyc12g005460	
Solyc11g017060.ITAG4.0	Solyc12g005465	
Solyc11g017070.ITAG4.0	Solyc12g005470	AT4G28370
Solyc11g017130.ITAG4.0	Solyc12g005480	AT1G03780
Solyc11g017140.ITAG4.0	Solyc12g005490	
Solyc11g017200.ITAG4.0	Solyc12g005500	
Solyc11g017210.ITAG4.0	Solyc12g005510	
Solyc11g017230.ITAG4.0	Solyc12g005520	
Solyc11g017240.ITAG4.0	Solyc12g005530	
Solyc11g017250.ITAG4.0	Solyc12g005540	
Solyc11g017270.ITAG4.0	Solyc12g005550	
Solyc11g017280.ITAG4.0	Solyc12g005560	
Solyc11g017300.ITAG4.0	Solyc12g005570	AT2G20820
Solyc11g017310.ITAG4.0	Solyc12g005580	AT1G61290
Solyc11g017320.ITAG4.0	Solyc12g005590	AT4G38360
Solyc11g017360.ITAG4.0	Solyc12g005600	
Solyc11g017370.ITAG4.0	Solyc12g005610	
Solyc11g017380.ITAG4.0	Solyc12g005615	
Solyc11g017390.ITAG4.0	Solyc12g005620	
Solyc11g017400.ITAG4.0	Solyc12g005630	AT4G03280
Solyc11g017420.ITAG4.0	Solyc12g005640	
Solyc11g017430.ITAG4.0	Solyc12g005645	
Solyc11g017440.ITAG4.0	Solyc12g005650	AT1G77765
Solyc11g017450.ITAG4.0	Solyc12g005660	AT4G27310
Solyc11g017460.ITAG4.0	Solyc12g005670	AT4G13420
Solyc11g017470.ITAG4.0	Solyc12g005680	AT4G13420
Solyc11g018470.ITAG4.0	Solyc12g005690	
Solyc11g018490.ITAG4.0	Solyc12g005700	AT2G32280
Solyc11g018500.ITAG4.0	Solyc12g005710	AT2G32300
Solyc11g018510.ITAG4.0	Solyc12g005720	AT3G22060
Solyc11g018550.ITAG4.0	Solyc12g005730	AT1G05280
Solyc11g018560.ITAG4.0	Solyc12g005740	
Solyc11g018580.ITAG4.0	Solyc12g005750	AT4G15248
Solyc11g018610.ITAG4.0	Solyc12g005760	AT3G21865
Solyc11g018620.ITAG4.0	Solyc12g005770	AT3G21810
Solyc11g018660.ITAG4.0	Solyc12g005780	AT1G05270
Solyc11g018670.ITAG4.0	Solyc12g005783	
Solyc11g018690.ITAG4.0	Solyc12g005787	
Solyc11g018700.ITAG4.0	Solyc12g005790	
Solyc11g018740.ITAG4.0	Solyc12g005795	
Solyc11g018750.ITAG4.0	Solyc12g005810	
Solyc11g018770.ITAG4.0	Solyc12g005820	AT3G21710
Solyc11g018800.ITAG4.0	Solyc12g005830	
Solyc11g018810.ITAG4.0	Solyc12g005840	
Solyc11g019860.ITAG4.0	Solyc12g005850	AT3G21690
Solyc11g019870.ITAG4.0	Solyc12g005860	AT2G05710
Solyc11g019880.ITAG4.0	Solyc12g005870	AT1G05180
Solyc11g019890.ITAG4.0	Solyc12g005880	
Solyc11g019920.ITAG4.0	Solyc12g005890	
Solyc11g019930.ITAG4.0	Solyc12g005900	AT5G63540
Solyc11g019950.ITAG4.0	Solyc12g005910	
Solyc11g019960.ITAG4.0	Solyc12g005920	
Solyc11g019970.ITAG4.0	Solyc12g005930	AT3G07890
Solyc11g019990.ITAG4.0	Solyc12g005940	
Solyc11g020030.ITAG4.0	Solyc12g005950	AT2G32950
Solyc11g020040.ITAG4.0	Solyc12g005955	
Solyc11g020060.ITAG4.0	Solyc12g005960	
Solyc11g020080.ITAG4.0	Solyc12g005970	
Solyc11g020100.ITAG4.0	Solyc12g005980	AT5G35690
Solyc11g020130.ITAG4.0	Solyc12g005990	AT2G04550
Solyc11g020160.ITAG4.0	Solyc12g006000	AT1G05020
Solyc11g020180.ITAG4.0	Solyc12g006003	
Solyc11g020210.ITAG4.0	Solyc12g006007	
Solyc11g020260.ITAG4.0	Solyc12g006020	
Solyc11g020280.ITAG4.0	Solyc12g006030	AT4G28830
Solyc11g020290.ITAG4.0	Solyc12g006040	AT5G45440
Solyc11g020300.ITAG4.0	Solyc12g006050	AT3G21670
Solyc11g020360.ITAG4.0	Solyc12g006060	
Solyc11g020380.ITAG4.0	Solyc12g006080	AT2G04410
Solyc11g020430.ITAG4.0	Solyc12g006090	
Solyc11g020450.ITAG4.0	Solyc12g006100	AT1G48120
Solyc11g020490.ITAG4.0	Solyc12g006110	AT4G12730
Solyc11g020500.ITAG4.0	Solyc12g006120	AT4G14540
Solyc11g020520.ITAG4.0	Solyc12g006130	AT3G07870
Solyc11g020530.ITAG4.0	Solyc12g006140	AT3G27690
Solyc11g020550.ITAG4.0	Solyc12g006160	AT3G07760
Solyc11g020590.ITAG4.0	Solyc12g006170	
Solyc11g020610.ITAG4.0	Solyc12g006180	AT3G07810
Solyc11g020640.ITAG4.0	Solyc12g006190	
Solyc11g020710.ITAG4.0	Solyc12g006200	AT2G04280
Solyc11g020760.ITAG4.0	Solyc12g006210	
Solyc11g020770.ITAG4.0	Solyc12g006220	AT5G55980
Solyc11g020780.ITAG4.0	Solyc12g006230	AT2G04240
Solyc11g020810.ITAG4.0	Solyc12g006240	AT5G48250
Solyc11g020820.ITAG4.0	Solyc12g006250	
Solyc11g020850.ITAG4.0	Solyc12g006260	
Solyc11g020870.ITAG4.0	Solyc12g006270	AT1G06660
Solyc11g020910.ITAG4.0	Solyc12g006280	
Solyc11g020950.ITAG4.0	Solyc12g006290	AT3G10260
Solyc11g020960.ITAG4.0	Solyc12g006293	AT3G07820
Solyc11g020990.ITAG4.0	Solyc12g006297	
Solyc11g021040.ITAG4.0	Solyc12g006300	
Solyc11g021060.ITAG4.0	Solyc12g006310	
Solyc11g021080.ITAG4.0	Solyc12g006313	AT3G07820
Solyc11g021090.ITAG4.0	Solyc12g006317	
Solyc11g021100.ITAG4.0	Solyc12g006320	AT3G22330
Solyc11g021110.ITAG4.0	Solyc12g006340	AT1G43950
Solyc11g021180.ITAG4.0	Solyc12g006350	AT1G43950
Solyc11g021190.ITAG4.0	Solyc12g006360	AT3G59030
Solyc11g021210.ITAG4.0	Solyc12g006370	AT2G43020
Solyc11g021220.ITAG4.0	Solyc12g006380	AT1G04350
Solyc11g021240.ITAG4.0	Solyc12g006400	
Solyc11g021280.ITAG4.0	Solyc12g006410	
Solyc11g021300.ITAG4.0	Solyc12g006420	AT4G14990
Solyc11g021360.ITAG4.0	Solyc12g006430	AT3G22250
Solyc11g021365.ITAG4.0	Solyc12g006440	AT3G22210
Solyc11g022380.ITAG4.0	Solyc12g006450	AT3G22200
Solyc11g022390.ITAG4.0	Solyc12g006460	
Solyc11g022420.ITAG4.0	Solyc12g006470	
Solyc11g022430.ITAG4.0	Solyc12g006480	AT5G51200
Solyc11g022460.ITAG4.0	Solyc12g006490	
Solyc11g022470.ITAG4.0	Solyc12g006500	AT4G32390
Solyc11g022530.ITAG4.0	Solyc12g006505	AT1G78950
Solyc11g022540.ITAG4.0	Solyc12g006520	AT1G78950
Solyc11g022600.ITAG4.0	Solyc12g006530	AT1G78950
Solyc11g027810.ITAG4.0	Solyc12g006540	AT1G52600
Solyc11g027830.ITAG4.0	Solyc12g006550	AT2G37990
Solyc11g027840.ITAG4.0	Solyc12g006560	
Solyc11g027860.ITAG4.0	Solyc12g006570	
Solyc11g027870.ITAG4.0	Solyc12g006575	AT1G08070
Solyc11g027880.ITAG4.0	Solyc12g006590	AT2G26695
Solyc11g027887.ITAG4.0	Solyc12g006600	AT2G26695
Solyc11g027890.ITAG4.0	Solyc12g006620	
Solyc11g027920.ITAG4.0	Solyc12g006630	AT5G20110
Solyc11g027930.ITAG4.0	Solyc12g006640	
Solyc11g027980.ITAG4.0	Solyc12g006650	AT5G20170
Solyc11g028010.ITAG4.0	Solyc12g006660	AT5G20120
Solyc11g028020.ITAG4.0	Solyc12g006670	AT2G25570
Solyc11g028040.ITAG4.0	Solyc12g006680	
Solyc11g028070.ITAG4.0	Solyc12g006690	AT2G26700
Solyc11g028090.ITAG4.0	Solyc12g006695	
Solyc11g028100.ITAG4.0	Solyc12g006700	AT3G25910
Solyc11g028170.ITAG4.0	Solyc12g006705	
Solyc11g028310.ITAG4.0	Solyc12g006710	AT5G19950
Solyc11g028330.ITAG4.0	Solyc12g006720	
Solyc11g028340.ITAG4.0	Solyc12g006730	
Solyc11g030380.ITAG4.0	Solyc12g006740	
Solyc11g030390.ITAG4.0	Solyc12g006750	
Solyc11g030550.ITAG4.0	Solyc12g006760	
Solyc11g030600.ITAG4.0	Solyc12g006770	
Solyc11g030710.ITAG4.0	Solyc12g006780	
Solyc11g030720.ITAG4.0	Solyc12g006790	
Solyc11g030730.ITAG4.0	Solyc12g006800	AT2G03500
Solyc11g030790.ITAG4.0	Solyc12g006805	AT5G20140
Solyc11g030860.ITAG4.0	Solyc12g006820	
Solyc11g030890.ITAG4.0	Solyc12g006830	AT1G52740
Solyc11g030930.ITAG4.0	Solyc12g006840	AT3G16030
Solyc11g030940.ITAG4.0	Solyc12g006850	AT2G26650
Solyc11g030950.ITAG4.0	Solyc12g006860	AT2G26710
Solyc11g031960.ITAG4.0	Solyc12g006870	AT5G20060
Solyc11g031970.ITAG4.0	Solyc12g006880	
Solyc11g032040.ITAG4.0	Solyc12g006890	
Solyc11g032050.ITAG4.0	Solyc12g006900	AT1G49920
Solyc11g032060.ITAG4.0	Solyc12g006920	
Solyc11g032070.ITAG4.0	Solyc12g006930	AT1G08510
Solyc11g032090.ITAG4.0	Solyc12g006940	
Solyc11g032100.ITAG4.0	Solyc12g006950	
Solyc11g032120.ITAG4.0	Solyc12g006960	AT5G19600
Solyc11g032130.ITAG4.0	Solyc12g006970	
Solyc11g032200.ITAG4.0	Solyc12g006973	
Solyc11g032220.ITAG4.0	Solyc12g006977	
Solyc11g032230.ITAG4.0	Solyc12g006980	AT4G13340
Solyc11g033250.ITAG4.0	Solyc12g006990	AT4G13350
Solyc11g033260.ITAG4.0	Solyc12g006997	AT3G24450
Solyc11g033270.ITAG4.0	Solyc12g007000	AT5G19590
Solyc11g033280.ITAG4.0	Solyc12g007010	AT3G24430
Solyc11g038350.ITAG4.0	Solyc12g007020	AT4G13370
Solyc11g039360.ITAG4.0	Solyc12g007030	AT3G24503
Solyc11g039370.ITAG4.0	Solyc12g007040	
Solyc11g039410.ITAG4.0	Solyc12g007045	
Solyc11g039420.ITAG4.0	Solyc12g007060	
Solyc11g039530.ITAG4.0	Solyc12g007070	AT3G24520
Solyc11g039570.ITAG4.0	Solyc12g007080	
Solyc11g039590.ITAG4.0	Solyc12g007090	AT5G19540
Solyc11g039650.ITAG4.0	Solyc12g007100	AT3G24530
Solyc11g039740.ITAG4.0	Solyc12g007110	AT3G24550
Solyc11g039750.ITAG4.0	Solyc12g007120	AT3G24590
Solyc11g039800.ITAG4.0	Solyc12g007130	AT2G20120
Solyc11g039810.ITAG4.0	Solyc12g007140	AT3G24630
Solyc11g039830.ITAG4.0	Solyc12g007150	
Solyc11g039840.ITAG4.0	Solyc12g007160	
Solyc11g039880.ITAG4.0	Solyc12g007170	AT4G29010
Solyc11g039890.ITAG4.0	Solyc12g007180	AT4G29000
Solyc11g039900.ITAG4.0	Solyc12g007190	
Solyc11g039910.ITAG4.0	Solyc12g007200	AT4G28980
Solyc11g039930.ITAG4.0	Solyc12g007210	AT4G28950
Solyc11g039950.ITAG4.0	Solyc12g007220	
Solyc11g039960.ITAG4.0	Solyc12g007230	
Solyc11g039980.ITAG4.0	Solyc12g007240	AT4G28840
Solyc11g040020.ITAG4.0	Solyc12g007250	AT4G28850
Solyc11g040030.ITAG4.0	Solyc12g007260	AT4G28850
Solyc11g040040.ITAG4.0	Solyc12g007270	AT4G28850
Solyc11g040050.ITAG4.0	Solyc12g007280	AT4G28860
Solyc11g040060.ITAG4.0	Solyc12g007285	
Solyc11g040110.ITAG4.0	Solyc12g007290	
Solyc11g040120.ITAG4.0	Solyc12g007300	
Solyc11g040130.ITAG4.0	Solyc12g007310	AT1G67280
Solyc11g040140.ITAG4.0	Solyc12g007320	AT4G28890
Solyc11g040150.ITAG4.0	Solyc12g008320	AT1G77210
Solyc11g040170.ITAG4.0	Solyc12g008330	
Solyc11g040180.ITAG4.0	Solyc12g008335	
Solyc11g040220.ITAG4.0	Solyc12g008340	AT5G19670
Solyc11g040260.ITAG4.0	Solyc12g008350	
Solyc11g040280.ITAG4.0	Solyc12g008360	AT5G19690
Solyc11g040300.ITAG4.0	Solyc12g008370	AT1G77180
Solyc11g040330.ITAG4.0	Solyc12g008380	
Solyc11g040340.ITAG4.0	Solyc12g008390	AT2G19950
Solyc11g040370.ITAG4.0	Solyc12g008400	
Solyc11g040380.ITAG4.0	Solyc12g008420	
Solyc11g040390.ITAG4.0	Solyc12g008430	
Solyc11g042420.ITAG4.0	Solyc12g008440	AT4G12190
Solyc11g042430.ITAG4.0	Solyc12g008450	AT2G40570
Solyc11g042460.ITAG4.0	Solyc12g008460	AT4G15450
Solyc11g042500.ITAG4.0	Solyc12g008470	AT1G60660
Solyc11g042610.ITAG4.0	Solyc12g008480	AT5G54990
Solyc11g042620.ITAG4.0	Solyc12g008490	AT2G19880
Solyc11g042630.ITAG4.0	Solyc12g008500	
Solyc11g042640.ITAG4.0	Solyc12g008510	AT4G29130
Solyc11g042710.ITAG4.0	Solyc12g008520	
Solyc11g042730.ITAG4.0	Solyc12g008530	AT5G19730
Solyc11g042740.ITAG4.0	Solyc12g008540	
Solyc11g042800.ITAG4.0	Solyc12g008550	
Solyc11g042810.ITAG4.0	Solyc12g008560	
Solyc11g042820.ITAG4.0	Solyc12g008570	AT4G26300
Solyc11g042850.ITAG4.0	Solyc12g008580	AT5G56590
Solyc11g042880.ITAG4.0	Solyc12g008590	
Solyc11g042890.ITAG4.0	Solyc12g008600	AT4G29310
Solyc11g042920.ITAG4.0	Solyc12g008610	
Solyc11g042930.ITAG4.0	Solyc12g008620	
Solyc11g042990.ITAG4.0	Solyc12g008630	AT1G51980
Solyc11g043070.ITAG4.0	Solyc12g008640	AT4G29210
Solyc11g043080.ITAG4.0	Solyc12g008650	AT4G26260
Solyc11g043110.ITAG4.0	Solyc12g008660	AT2G19810
Solyc11g043120.ITAG4.0	Solyc12g008670	
Solyc11g043130.ITAG4.0	Solyc12g008680	
Solyc11g043150.ITAG4.0	Solyc12g008690	
Solyc11g043160.ITAG4.0	Solyc12g008700	AT5G56670
Solyc11g043210.ITAG4.0	Solyc12g008710	AT5G56730
Solyc11g044230.ITAG4.0	Solyc12g008720	AT2G19740
Solyc11g044250.ITAG4.0	Solyc12g008730	
Solyc11g044270.ITAG4.0	Solyc12g008740	AT4G26200
Solyc11g044310.ITAG4.0	Solyc12g008750	
Solyc11g044320.ITAG4.0	Solyc12g008760	AT4G29510
Solyc11g044330.ITAG4.0	Solyc12g008770	AT4G26180
Solyc11g044340.ITAG4.0	Solyc12g008780	AT5G56760
Solyc11g044360.ITAG4.0	Solyc12g008790	AT4G29540
Solyc11g044450.ITAG4.0	Solyc12g008800	AT5G56840
Solyc11g044460.ITAG4.0	Solyc12g008810	AT4G29660
Solyc11g044470.ITAG4.0	Solyc12g008830	AT5G56860
Solyc11g044480.ITAG4.0	Solyc12g008840	
Solyc11g044510.ITAG4.0	Solyc12g008850	
Solyc11g044530.ITAG4.0	Solyc12g008860	AT4G29735
