gene_id	1P	2P	3P	4P	5P	6P	7P	8P	9P	10P	11P	12P	13P	14P	15P
Solyc12g005400.ITAG4.0	0.222134	0.241486	0.604491	0.872244	0.813357	0.661752	0.713942	1.39156	0.361303	0.814004	0.840325	1.10889	0.339224	0.487714	0.492547
Solyc12g005410.ITAG4.0	11.9799	13.4726	13.7564	12.3044	11.1319	15.052	14.0284	11.4317	14.3365	12.4187	10.9918	11.6192	10.0998	9.80913	11.8225
Solyc12g005420.ITAG4.0	0	0.069189	0	0	0.080269	0	0	0	0	0	0	0	0	0	0
Solyc12g005460.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005465.ITAG4.0	0	0	0	0	0	0	0	0.178732	0	0	0	0	0	0	0
Solyc12g005470.ITAG4.0	7.7148	10.7573	11.5831	7.24812	7.33542	9.45768	9.01442	7.22791	9.17353	7.55413	8.63807	10.1203	6.48844	7.04373	6.02802
Solyc12g005480.ITAG4.0	0.300924	0.363537	0.565391	0.403364	0.155807	0.497731	0.26929	0.195226	0.426853	0.107314	0.134789	0.236003	0.295474	0.385596	0.196487
Solyc12g005500.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005510.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005550.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005570.ITAG4.0	58.8888	63.8272	64.2095	66.9332	39.6133	59.5018	60.4834	45.9751	62.8815	59.5803	59.5155	58.7958	48.0053	45.977	56.0344
Solyc12g005580.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005590.ITAG4.0	14.844	12.7178	12.2931	12.7798	10.1422	11.7351	12.8769	12.4115	15.6687	11.6482	10.2031	12.1541	10.2864	10.7144	9.34455
Solyc12g005610.ITAG4.0	0.0640348	0	0.116276	0	0	0.0578839	0	0.0591178	0.0672903	0	0	0.128259	0	0	0
Solyc12g005630.ITAG4.0	0.255792	0.450695	0.0580588	0.411288	0.642288	0.404657	0.372282	0.767462	0.268793	0.646116	0.401799	0.832548	0.219241	0.0584276	0.535551
Solyc12g005640.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005650.ITAG4.0	26.3026	25.4402	26.7525	25.4839	22.6569	26.9216	17.833	15.3167	18.7476	22.9402	22.2228	31.6119	12.7792	13.6829	15.0947
Solyc12g005660.ITAG4.0	7.01497	11.1394	13.1002	13.9207	12.522	11.8705	8.66254	11.3439	8.38128	12.9553	12.8853	15.0154	7.62761	9.49606	14.6281
Solyc12g005700.ITAG4.0	1.57028	0.907902	2.14245	0.36853	1.95813	0.456209	1.5402	0.743828	1.38709	1.21305	0.235731	1.71276	0	0	0.110929
Solyc12g005710.ITAG4.0	32.0645	28.3933	57.4262	23.4751	17.5058	31.4864	20.2208	28.32	41.1458	14.845	29.4106	22.8498	28.1232	29.5862	27.6503
Solyc12g005730.ITAG4.0	0.827243	0.763659	0.480341	1.1909	0.937105	0.882891	1.02234	0.815057	0.380994	0.629794	0.919424	0.925638	0.681856	0.626414	0.771577
Solyc12g005760.ITAG4.0	19.4489	15.5027	20.3938	22.8322	19.0275	22.4487	18.632	15.5486	19.9056	19.2164	20.2292	14.7833	15.809	19.5349	17.686
Solyc12g005770.ITAG4.0	12.4221	10.9538	12.0585	13.448	13.8643	9.89763	12.209	11.8083	8.19837	10.7864	11.7841	11.3834	13.1162	13.7755	12.9722
Solyc12g005780.ITAG4.0	20.8334	25.4823	21.4451	22.7061	22.1278	22.5637	24.0945	25.0188	23.9162	30.9206	27.0756	27.1424	22.199	23.5543	23.7321
Solyc12g005790.ITAG4.0	123.682	146.401	154.19	81.5013	82.7496	82.7506	46.9321	51.9715	69.6832	19.0283	19.0873	15.3653	16.7307	29.1585	25.8407
Solyc12g005820.ITAG4.0	7.99272	5.54405	7.56504	10.8192	7.02331	4.72134	6.17507	5.54607	8.00294	5.04485	3.67758	3.79528	9.0921	8.03969	6.80547
Solyc12g005830.ITAG4.0	0	0	0	0	0.0476151	0.0454269	0	0	0	0	0	0	0	0.0441274	0
Solyc12g005840.ITAG4.0	3.75179	5.24161	4.9232	3.47977	1.37163	4.22954	4.50967	4.07786	3.55852	2.76416	4.75829	4.25451	2.9111	2.6233	2.59403
Solyc12g005850.ITAG4.0	19.378	15.7451	24.6948	14.1492	11.8805	10.3592	7.65117	6.43472	7.46643	26.5872	19.4585	16.1421	22.4119	32.0706	17.1928
Solyc12g005860.ITAG4.0	128.293	103.381	121.201	157.127	139.555	142.33	118.41	111.794	109.694	136.929	155.815	125.393	122.368	118.221	132.004
Solyc12g005870.ITAG4.0	9.74844	9.94894	9.28786	12.1458	8.7335	10.9795	9.02741	9.67954	9.42115	9.03609	7.51909	9.91485	12.7857	12.1773	10.9828
Solyc12g005880.ITAG4.0	5.68715	6.25287	5.75496	3.34329	3.54517	3.80388	2.74996	2.03563	2.07558	3.29872	3.03021	3.26536	2.38818	3.14212	3.18547
Solyc12g005890.ITAG4.0	0	0	0	0.0698992	0	0	0	0	0	0	0	0	0	0	0
Solyc12g005900.ITAG4.0	4.48374	4.96746	3.69959	3.26068	2.83747	4.36624	4.5069	4.75808	4.7946	2.89929	3.73369	3.65478	5.38543	4.44945	5.09798
Solyc12g005910.ITAG4.0	26.8951	27.6219	24.4709	24.6785	24.9823	25.8224	27.444	22.0864	19.3769	24.9122	22.1006	23.4485	31.122	24.0476	29.3964
Solyc12g005920.ITAG4.0	0	0	0.0725675	0.0576681	0	0	0.051438	0	0.0278887	0.0533281	0	0.133134	0	0	0
Solyc12g005930.ITAG4.0	7.47975	7.72069	7.559	6.20396	7.72527	7.90508	6.3974	7.23692	7.13414	6.7627	8.00489	7.09348	7.30337	7.9324	7.56726
Solyc12g005940.ITAG4.0	101.107	133.962	115.693	111.734	123.681	141.072	154.59	118.29	117.61	98.5935	109.47	94.8698	87.1311	84.1113	98.3185
Solyc12g005950.ITAG4.0	8.05868	9.29219	9.51924	12.6302	11.1399	8.62522	9.90545	6.73308	7.88919	8.96098	8.47499	8.93541	21.1182	17.3898	16.5708
Solyc12g005960.ITAG4.0	16.0716	13.0441	15.1437	11.7911	10.2881	14.9148	12.5787	8.66021	10.1168	9.55557	13.5904	11.4667	12.7478	7.79388	13.2885
Solyc12g005980.ITAG4.0	42.789	34.1158	44.5893	40.756	39.7372	43.2835	27.9446	28.9333	25.8181	39.3312	38.8344	33.3382	50.2733	60.5279	35.4795
Solyc12g005990.ITAG4.0	15.5784	13.9045	17.4968	15.816	15.9597	15.2487	11.78	13.8505	14.1175	13.6651	11.8773	15.7775	16.5795	17.2539	14.5146
Solyc12g006030.ITAG4.0	5.46423	5.60961	5.83459	7.99068	6.72405	6.29337	7.58896	8.85015	7.56718	3.76233	5.79598	5.34714	5.4912	7.5394	6.13417
Solyc12g006040.ITAG4.0	1.7191	2.45647	1.88628	3.16798	1.73899	3.03017	1.60047	2.65296	1.88359	1.37804	1.28635	1.00489	1.53419	1.44468	2.22269
Solyc12g006050.ITAG4.0	0.425607	0.868388	0.13626	0.234713	0.194186	0.347126	0.26555	0.364313	0.340325	0.100093	0.089726	0.124982	0.107526	0.314865	0.187368
Solyc12g006060.ITAG4.0	5.4143	6.19424	5.83484	6.11293	4.92552	5.80162	4.6773	4.2545	4.76052	2.63136	3.64448	5.35542	5.13941	4.47184	4.65067
Solyc12g006080.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006100.ITAG4.0	0	0	0	0	0	0.0572288	0	0	0	0	0.027569	0	0	0	0
Solyc12g006110.ITAG4.0	118.083	131.656	134.301	58.4392	70.4124	82.5044	54.6731	50.5362	79.3325	31.1171	27.032	25.0724	23.317	29.5486	30.2708
Solyc12g006120.ITAG4.0	6.84234	6.96011	8.01919	8.89256	8.44407	9.97397	7.09928	7.48163	4.32427	4.47354	5.21514	8.61184	2.80935	6.06604	4.01612
Solyc12g006130.ITAG4.0	0.0487329	0	0.309608	0.279597	0.965373	0.666551	0	0	0.204445	0	0.0874238	0	0.250831	0.132692	0.122099
Solyc12g006140.ITAG4.0	0	0.104439	0.161244	0.296498	2.42748	1.44897	0.22961	0	0	0.0597414	0.0531319	0.0592714	0	0.215931	0.247705
Solyc12g006160.ITAG4.0	20.2389	22.2576	24.3905	23.8463	21.6068	27.219	21.6364	21.7627	21.1004	22.7633	24.2256	22.9671	18.3282	24.0789	22.6121
Solyc12g006170.ITAG4.0	22.3889	21.0434	23.5669	18.2855	18.3323	17.8831	21.8148	19.29	19.1903	18.4353	18.9469	21.1363	20.5657	18.6666	20.2607
Solyc12g006180.ITAG4.0	34.5118	33.4044	34.8426	35.2243	34.4555	39.7344	37.0473	39.8007	35.6463	36.1249	34.2603	34.5565	31.6158	35.7399	31.3465
Solyc12g006220.ITAG4.0	0	0	0	0	0	0	0	0	0.717677	0	0	0	0	0	0
Solyc12g006230.ITAG4.0	8.00549	7.06261	10.2649	27.1178	9.43796	19.8376	14.5463	12.1468	15.783	4.4284	16.4522	4.82024	8.96046	9.43938	22.5593
Solyc12g006240.ITAG4.0	1.38159	1.92846	1.66374	2.34552	1.86866	1.98305	1.69938	2.75009	3.18774	2.57045	1.96341	2.56832	3.66283	2.95147	3.228
Solyc12g006250.ITAG4.0	3.91242	4.05608	3.85002	3.76003	5.07971	5.89972	3.64876	3.41331	4.32865	4.03879	3.96676	4.36539	4.7624	5.39297	3.94886
Solyc12g006270.ITAG4.0	2.22094	1.73972	3.61053	2.44898	2.03145	2.8543	2.21718	1.96154	1.97699	1.37345	0.995515	1.84961	1.65227	1.40386	1.78918
Solyc12g006280.ITAG4.0	0	0.752632	0.638353	3.54787	2.1353	1.04599	0	0.842272	0.186678	2.3767	1.10761	0	1.34306	1.84049	0.597807
Solyc12g006290.ITAG4.0	19.4075	19.7953	21.2483	20.6866	25.0387	18.3232	23.1081	20.5245	16.3551	26.0656	23.5915	23.877	20.6672	18.9643	18.7118
Solyc12g006300.ITAG4.0	5.44259	5.64997	5.36361	5.37022	4.18608	4.67834	3.14696	5.68286	3.30773	4.69745	5.05758	5.37016	4.97328	3.3284	5.35838
Solyc12g006310.ITAG4.0	6.30296	7.90792	7.87392	7.36606	9.93347	9.12721	7.65101	8.36136	9.47189	7.87396	8.63959	7.81418	11.205	7.64033	7.49788
Solyc12g006320.ITAG4.0	16.0893	16.917	16.8816	17.6348	16.0546	15.5793	16.5953	13.3105	16.5536	17.5679	16.7422	18.9502	19.3915	17.3368	19.3419
Solyc12g006340.ITAG4.0	6.80477	7.96749	8.06558	6.9898	4.15307	9.43789	5.7109	5.70089	5.25057	1.79661	3.83685	3.15639	4.36638	3.9103	5.19649
Solyc12g006350.ITAG4.0	5.95493	8.65322	6.72976	7.87287	2.07967	7.00443	4.78602	4.96627	7.13179	3.47332	5.10682	3.8196	5.99265	3.92553	3.29062
Solyc12g006360.ITAG4.0	0.037074	0	0	0	0	0	0	0	0.0388259	0	0	0	0	0	0
Solyc12g006400.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006410.ITAG4.0	0.191368	0.423135	0.521044	0.171589	0.0946957	0.174586	0.324103	0.0877867	0.100342	0.192487	0.557844	0.287113	0.246258	0	0.479389
Solyc12g006420.ITAG4.0	18.1853	22.735	17.6905	15.9461	15.4753	15.2909	15.408	13.901	15.5583	13.8021	17.1859	14.9394	18.8434	17.3569	16.0687
Solyc12g006430.ITAG4.0	14.0036	10.1526	13.1925	10.053	9.34252	9.54948	9.15903	10.6722	7.92205	7.72858	7.05658	9.82425	12.4354	8.01449	7.60523
Solyc12g006440.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006450.ITAG4.0	35.5601	38.8843	39.4894	40.1102	38.9039	35.3938	33.4467	33.6297	31.9249	41.2039	42.9099	43.9234	35.6288	38.8555	44.1676
Solyc12g006460.ITAG4.0	26.9791	24.7114	25.7538	21.1826	17.348	22.5619	20.4587	15.2115	17.8423	15.0469	14.4785	23.0837	6.7891	15.1008	10.5795
Solyc12g006470.ITAG4.0	56.5026	57.8123	63.8554	48.894	41.0753	65.8259	42.8239	29.9813	36.6337	42.2635	29.4625	47.4171	12.5125	33.9593	22.9732
Solyc12g006480.ITAG4.0	7.38259	7.69472	7.59526	8.04383	6.68973	7.75944	7.10726	6.99469	7.40929	6.32376	7.90971	8.02311	7.96302	7.10757	7.59431
Solyc12g006490.ITAG4.0	5.71901	6.78595	6.65328	6.41172	4.46224	5.15905	7.04833	6.95113	8.4857	8.82671	6.2273	7.11684	5.33146	5.28657	4.26749
Solyc12g006520.ITAG4.0	0.0508827	0.0226249	0.0923126	0.0733823	0	0	0.196269	0.0231421	0.18623	0	0.0227954	0.127011	0	0.091435	0.33852
Solyc12g006530.ITAG4.0	5.23194	3.96202	2.92914	7.03799	8.03143	5.32553	4.7819	5.03944	4.7143	7.45687	6.57071	5.4236	12.2426	8.12527	8.30771
Solyc12g006540.ITAG4.0	119.536	111.701	114.613	150.934	155.638	138.67	154.428	174.606	154.236	197.053	153.913	167.27	130.605	154.161	144.758
Solyc12g006550.ITAG4.0	54.3685	48.9965	57.9418	66.4181	53.7977	55.0108	62.1902	65.3087	55.4826	61.6773	61.2836	59.9552	75.722	76.5134	65.3874
Solyc12g006560.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	5.04122	1.36132	0.794896
Solyc12g006570.ITAG4.0	0.432809	0.307659	0.0523515	0.62369	0.112283	0.319347	0.835187	0.0262804	0.211302	0.490789	0.155143	0.0576343	0	0.830821	0.0480207
Solyc12g006590.ITAG4.0	0	0.183163	0	0	0	0	0	0	0	0	0.377676	0	0	0	0.177173
Solyc12g006600.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006620.ITAG4.0	0	0.153488	0	0.149362	0.0338311	0	0	0.03158	0.181099	0.104012	0.248092	0.138271	0	0	0.0576379
Solyc12g006630.ITAG4.0	0.711761	0.0694169	0.430958	0.506854	0	0.354421	1.07688	0.440638	1.24897	0.240736	0.21311	0.237886	0	0.145482	0.730575
Solyc12g006640.ITAG4.0	7.84289	7.82541	7.95242	4.28658	1.85641	6.83618	31.2389	24.5788	46.721	13.2781	13.1302	17.7849	4.43493	7.69404	5.4645
Solyc12g006650.ITAG4.0	5.93884	6.72935	7.1956	7.11699	6.82257	7.16353	7.49787	6.96752	7.19251	6.56539	6.32154	8.13739	7.21094	7.37251	7.03015
Solyc12g006660.ITAG4.0	4.97454	4.9393	5.382	3.98304	3.40289	3.15947	4.6223	4.19643	5.78752	3.4335	2.99066	2.74683	3.1573	3.75662	3.54945
Solyc12g006670.ITAG4.0	5.97216	5.48993	4.60845	5.45682	5.11996	5.75029	5.55289	6.33248	6.70226	7.91297	5.81663	6.4395	6.02442	4.3578	5.2974
Solyc12g006680.ITAG4.0	0.907893	3.27659	0.662694	3.42471	2.83405	2.93784	1.25727	0.350351	0.58166	9.12577	3.77886	7.52868	46.7548	41.9296	42.9989
Solyc12g006690.ITAG4.0	0.921051	0.653443	1.43743	1.1923	0.3249	0.676475	0.355922	0.201953	1.04171	0.591109	0.297251	0.331363	0.917146	0.831647	1.16668
Solyc12g006700.ITAG4.0	76.1942	67.3695	58.9038	75.6928	61.6307	71.7625	75.7918	73.8775	72.6316	82.7618	72.3147	73.231	73.4559	68.3171	68.923
Solyc12g006710.ITAG4.0	2.87053	1.52328	2.64864	3.74065	1.65718	2.92432	2.59282	1.84352	2.05702	2.50234	3.862	2.15335	1.64172	2.64772	2.1972
Solyc12g006780.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006790.ITAG4.0	1.45081	1.14711	1.44741	1.32306	0.55047	1.76719	1.39742	0.888317	1.30732	1.01312	0.917757	1.64681	0.825941	1.23447	0.783197
Solyc12g006800.ITAG4.0	6.80748	6.1334	6.14439	7.11639	4.47606	6.80856	4.10943	5.73037	7.20194	6.71713	6.35659	6.37717	6.63548	5.63108	6.61681
Solyc12g006830.ITAG4.0	24.9115	14.0734	18.5233	23.7126	22.916	22.8775	28.729	21.0941	22.0893	29.505	30.0496	18.2739	21.1789	23.6971	23.0612
Solyc12g006840.ITAG4.0	2.72448	2.92556	2.74577	4.02637	3.05149	3.28436	2.41729	1.84616	1.74023	4.03763	4.92012	4.40294	7.5795	5.25629	4.69003
Solyc12g006850.ITAG4.0	26.6892	30.9689	28.2153	24.3151	24.7904	21.0603	48.7623	42.1517	52.6865	31.3967	29.3309	32.115	24.8407	24.2317	27.6052
Solyc12g006860.ITAG4.0	14.1135	17.0857	15.9838	11.607	8.73283	10.2665	43.947	39.9739	54.8482	28.6491	22.1579	27.8476	14.1977	16.8782	17.2415
Solyc12g006870.ITAG4.0	23.2296	27.9068	24.9193	30.2831	28.3428	26.3081	25.2699	26.2475	27.1315	30.6284	28.8721	28.0253	26.132	28.95	29.347
Solyc12g006880.ITAG4.0	18.8997	16.7125	15.6207	14.7273	17.7602	18.3663	17.0156	15.5533	17.5754	20.4474	16.7124	20.1964	14.9915	16.1053	13.6121
Solyc12g006890.ITAG4.0	0.584731	0	5.04675	0	0	4.25364	0	0	1.96556	0	1.13511	0.607265	0	0.592301	4.13925
Solyc12g006920.ITAG4.0	14.5855	13.8661	13.9649	12.1019	14.4068	15.6304	12.7665	13.1783	13.4278	12.9325	12.8772	13.0024	9.33756	11.2764	12.0587
Solyc12g006930.ITAG4.0	33.6754	31.7265	35.1484	27.703	30.7125	38.2722	27.1494	24.6722	23.5371	19.7749	21.6549	23.0822	25.6801	29.8955	24.6473
Solyc12g006940.ITAG4.0	13.3702	12.0192	13.1476	14.0875	11.9956	15.9305	13.6831	13.9774	13.4327	14.3103	14.3827	13.6135	12.889	12.6231	9.69526
Solyc12g006950.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006960.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g006980.ITAG4.0	23.0788	27.6289	23.8417	11.9342	17.1369	23.6045	20.9302	19.5249	21.3161	10.7099	14.0982	12.5357	21.5698	13.8203	15.8326
Solyc12g006990.ITAG4.0	28.3879	29.9884	28.5861	23.7293	25.6273	28.9146	24.7314	27.5919	29.9919	25.948	28.352	24.2475	27.4954	23.9162	26.0475
Solyc12g007000.ITAG4.0	32.9639	35.1987	36.6929	32.0595	36.5051	31.1716	39.4475	43.8543	46.1786	31.0817	32.6441	32.9099	32.868	32.5992	29.368
Solyc12g007010.ITAG4.0	0.570721	1.15641	0.782602	0.344459	0.335028	0.563858	0.537654	0.289876	0.4442	0.637031	0.987103	0.715677	0.524398	0.190895	0.485757
Solyc12g007020.ITAG4.0	1.95563	1.29835	1.34824	2.19957	1.03748	2.04747	0.502945	0.877796	2.07246	0.886361	0.747642	1.77046	0.851074	1.00768	0.78073
Solyc12g007030.ITAG4.0	98.9284	102.234	115.668	108.494	90.4445	86.1929	102.018	112.494	97.8816	99.3348	87.9185	89.5756	72.7157	71.5664	67.2648
Solyc12g007040.ITAG4.0	0.117824	0.102478	0	0	0	0.103388	0	0	0.124675	0	0	0	0.20138	0.110221	0
Solyc12g007070.ITAG4.0	11.6316	11.9949	13.8247	12.6936	14.0231	12.5528	10.9504	11.2731	10.2744	12.9321	11.7935	12.3671	13.7806	13.6586	14.9897
Solyc12g007080.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc12g007090.ITAG4.0	8.78182	9.77943	10.3772	9.66632	9.53524	8.62342	6.13453	8.00697	6.86362	9.04895	8.58847	7.27339	11.2517	10.0932	9.77887
Solyc12g007100.ITAG4.0	12.3403	13.1507	13.53	10.4243	8.85335	12.4168	10.474	9.06833	10.1316	9.96537	10.9998	11.4048	11.2568	11.2253	12.7009
Solyc12g007110.ITAG4.0	39.4423	42.5087	43.2634	35.4665	36.0251	37.5079	36.3948	34.1648	35.7866	32.5239	31.5275	30.9611	41.1498	39.4917	37.0263
Solyc12g007120.ITAG4.0	2.00635	2.5745	1.68772	2.49161	1.64826	1.69542	1.61047	1.1678	2.46359	2.0187	1.4485	2.0559	0.986491	2.35417	1.9209
Solyc12g007130.ITAG4.0	8.91289	9.19221	11.1421	10.3614	7.48518	9.99862	10.8046	11.556	10.6975	9.35519	10.6777	10.8946	9.24586	8.73684	12.5802
Solyc12g007140.ITAG4.0	3.97971	3.71286	3.25027	3.93669	3.76463	4.25173	3.47032	4.05594	2.83781	5.40122	5.01764	4.3668	3.54935	4.05566	4.02631
Solyc12g007150.ITAG4.0	0.498798	0.354185	0.422377	0.933454	0.941874	0.581249	0.321068	0.121353	0.208846	0.466373	0.47689	0.398667	0.314059	0.269809	0.24924
Solyc12g007160.ITAG4.0	0.909325	1.53104	0.894624	1.83611	0	1.90529	0.220993	0.913612	1.35573	1.53636	0.476387	1.59515	0.389437	0.69597	1.90799
Solyc12g007170.ITAG4.0	47.6272	46.9388	49.1676	52.9012	52.3662	52.5081	45.2728	46.2566	42.9458	43.8501	41.9908	37.9403	34.3142	32.5879	36.0396
Solyc12g007180.ITAG4.0	3.33474	2.60465	2.66246	2.06417	1.72638	2.51551	2.09288	3.28594	3.56048	1.40312	1.91297	2.69864	2.37641	2.01435	2.4995
Solyc12g007190.ITAG4.0	5.71686	4.2918	6.83525	4.6909	3.23099	2.7541	3.42598	2.15994	4.76477	1.94522	5.05011	4.02926	4.11794	4.74904	2.36761
Solyc12g007200.ITAG4.0	23.6092	23.2924	23.3888	27.1962	22.9872	25.1435	21.6986	24.1162	25.7786	22.8582	24.5209	23.4551	23.9976	23.7706	26.1774
Solyc12g007210.ITAG4.0	0.463961	0.974161	0.505816	0.724561	0.574496	2.14594	0.904523	0.779679	0.195735	1.22874	0.333613	0.4657	1.03226	1.11629	1.79686
Solyc12g007220.ITAG4.0	0	0	0	0	0	0	0.0301191	0	0	0	0	0	0	0.028107	0
Solyc12g007230.ITAG4.0	13.0776	10.6907	12.1843	11.7377	12.4629	12.1193	10.7505	11.5794	16.0828	12.2919	10.4765	12.8145	8.71558	10.3428	12.8393
Solyc12g007240.ITAG4.0	6.80502	7.96091	8.56182	17.1334	11.9176	12.104	9.90408	15.8365	10.3502	15.8424	12.5822	10.8771	15.2261	15.7302	11.8747
Solyc12g007260.ITAG4.0	2.43028	3.68945	7.89154	5.14595	2.0152	10.5275	8.65959	3.00272	4.64901	2.46218	7.80378	4.42857	5.80403	7.16296	7.16716
Solyc12g007270.ITAG4.0	1.08935	0.829985	2.30818	0.984075	1.47063	3.00516	2.32856	0.538161	1.68077	1.25044	2.34767	0.145559	1.49317	0.666075	0.121834
Solyc12g007280.ITAG4.0	22.8034	21.668	21.5242	23.0439	21.6419	19.7773	20.98	16.5502	17.6063	21.7885	20.9534	21.3227	26.0201	20.9168	22.3397
Solyc12g007310.ITAG4.0	14.262	16.9971	15.4039	16.158	16.6009	17.5332	14.7829	16.355	16.2132	16.6643	15.2466	17.9954	14.3562	14.1494	13.7066
Solyc12g008320.ITAG4.0	0.181653	0.225559	0.0329641	0.235178	0.355825	0.033364	0	0.19911	0.30435	0.655673	0.260549	0	0	0.0327968	0.0908194
Solyc12g008330.ITAG4.0	13.0207	35.7712	23.8388	11.8582	23.8902	8.73379	21.2064	7.07215	7.68717	9.12818	3.56566	0	5.7473	37.6097	20.6745
Solyc12g008340.ITAG4.0	3.20098	5.2253	6.05764	5.26702	3.3431	4.00651	4.41749	4.39491	5.05554	4.2558	4.91024	3.54028	3.77864	2.93506	2.52683
Solyc12g008350.ITAG4.0	1.81558	2.74534	3.2974	0.932282	1.69122	0.849285	1.27012	0.874512	1.22238	0.809109	0.717344	0.145559	0.497725	0.666075	0.791923
Solyc12g008360.ITAG4.0	40.0796	40.2761	41.0456	48.7976	44.2414	42.6967	48.1215	44.1966	43.1987	55.9462	54.7985	47.8507	46.0285	44.9112	46.3094
Solyc12g008370.ITAG4.0	47.2737	49.0362	47.4921	54.583	51.9044	54.8673	46.0472	43.6277	45.963	51.128	46.3436	49.2274	60.0653	53.3078	53.8198
Solyc12g008390.ITAG4.0	17.4256	15.9248	16.829	18.3101	15.2317	18.3189	15.5928	13.9525	16.4001	15.4719	12.9456	12.7158	11.8376	12.7209	13.0858
Solyc12g008400.ITAG4.0	0.0140053	0.0124898	0	0.030379	0	0.0260578	0	0	0.0584974	0	0	0.0139712	0.0120377	0	0
Solyc12g008420.ITAG4.0	4.47304	4.73447	4.82961	5.35439	6.01669	4.58638	5.06159	5.28981	5.27798	4.30064	3.5533	4.56037	3.41654	3.3871	3.78175
Solyc12g008430.ITAG4.0	0.208886	0.21207	0.351933	0.300942	0.174339	0.110027	0.691113	0.435034	0.624447	0.388253	0.0267428	0.238441	0.0512518	0.214902	0.12418
Solyc12g008450.ITAG4.0	4.73524	4.90831	4.1897	5.34891	3.8971	5.36367	6.98049	5.13895	5.25988	6.08383	5.84137	5.75111	4.61878	6.01086	4.79199
Solyc12g008460.ITAG4.0	5.08478	3.61226	3.85401	5.39011	2.70899	2.71882	4.41684	4.57697	4.12532	4.69869	3.38598	5.66463	3.37193	3.66936	3.37326
Solyc12g008480.ITAG4.0	0	0	0	0	0.0675296	0	0	0	0	0	0	0	1.60867	0.858732	0.898853
Solyc12g008490.ITAG4.0	4.28117	3.15594	4.40698	1.99514	1.72409	2.4914	2.68984	2.55835	3.47023	2.66765	3.3185	2.46121	2.53097	3.23956	2.46958
Solyc12g008500.ITAG4.0	14.0638	10.9989	12.7548	16.5547	12.884	14.6658	10.0344	11.8712	10.5418	15.6432	16.476	12.5258	18.5033	14.5993	14.9056
Solyc12g008510.ITAG4.0	12.2991	10.0684	11.8102	13.2106	9.48352	13.6052	10.1702	9.18294	8.57436	10.5955	10.9755	8.03122	17.0663	12.7452	13.7886
Solyc12g008520.ITAG4.0	0.288812	0.510838	0.524242	0.379785	0.714763	0.482975	0.559037	0.839181	0.151442	0.193683	0.345398	0.0962933	0.123882	0.305739	0.321569
Solyc12g008530.ITAG4.0	19.6622	21.281	20.4306	17.4872	16.9257	17.9361	27.5185	26.7949	32.4141	25.9098	20.5244	30.1701	29.296	25.5929	29.1651
Solyc12g008540.ITAG4.0	2.92733	2.19155	1.08936	1.12373	0.285004	1.73766	0.391676	1.51396	1.97522	1.64574	2.15763	0.803961	0.909022	0.250522	0.789882
Solyc12g008550.ITAG4.0	2.13052	1.93354	2.1102	3.87496	3.50362	4.28817	4.69863	4.32216	3.7995	2.77281	1.91242	3.87958	2.07503	2.77319	2.29819
Solyc12g008570.ITAG4.0	23.4405	21.3166	22.3852	27.4662	22.3318	26.1905	27.7808	26.6444	26.343	31.8894	26.1664	29.4395	25.8595	28.02	27.2013
Solyc12g008580.ITAG4.0	6.20183	6.61126	6.8802	5.57376	3.07652	6.29683	6.99183	6.49957	6.87961	6.65824	5.1001	6.75595	5.23449	7.26525	4.95788
Solyc12g008590.ITAG4.0	211.582	206.822	222.576	210.748	169.316	216.437	185.361	166.371	198.373	187.463	196.547	208.545	155.049	178.916	164.61
Solyc12g008600.ITAG4.0	3.81381	5.76369	4.79932	2.65808	2.66757	4.27872	2.13727	1.79416	3.50807	1.66265	2.56351	1.2596	1.58465	0.969429	3.43073
Solyc12g008610.ITAG4.0	0.22909	0.195789	0.21002	0.63805	1.84676	0.383658	2.05545	0.448568	1.23209	1.21985	0.417279	0.232676	0.390544	0.444954	0.788858
Solyc12g008620.ITAG4.0	27.8762	26.6501	31.1088	30.5	27.157	22.9003	21.4753	20.0302	21.2006	21.3157	23.8793	19.5849	24.8516	21.8155	20.597
